No,Active_Ingredient,Concentration,Drug_Name,License_Code,Form,Manufacturer,Made_In,Minimum_Unit,Quantity,Price_w_VAT,Price_Total,Bidder,Department_Hospital,Group,Year,Level,Fiscal_Year,code,Is_AB,Usage
886,Cefixime,200mg,CEFIMBRANO 200,VD-22232-15,Hộp 1vỉ 10viên nén b.phim. Viên uống,"VIDIPHA, VN",Vietnam,Viên,6e3,1671.6,10029600,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG VIDIPHA,BV Tai Mũi Họng TW,1,2016,national,2015-2016,C886,TRUE,Oral
887,Cefixime,100mg,Bicebid 100,VD-10079-10,"Hộp 10 vỉ x 10 viên, viên nang, uống","Bidiphar, Việt Nam",Vietnam,Viên,6e3,861,5166e3,Công Ty Cổ Phần Dược-Trang Thiết Bị Y Tế Bình Định (Bidiphar),BV Tai Mũi Họng TW,1,2016,national,2015-2016,C887,TRUE,Oral
354,Cefoperazon,1g,Medocef 1g,VN-15539-12,Hộp 50 lọ,Medochemie Ltd,Cyprus,Lọ,25e3,47500,11875e5,G03. Kim Đô,BV Hữu Nghị,1,2016,national,2015-2016,C892,TRUE,"NA"
5517,Cefoperazon,1g,Medocef,VN-15539-12,Hộp 50 Lọ,"Medochemie 
Ltd",Cyprus,Lọ,4e4,47500,19e8,Chi nhánh công ty TNHH dược Kim Đô,BV Phổi TW,1,2016,national,2015-2016,C893,TRUE,"NA"
6685,Cefoperazon,1g,Medocef 1g,VN-15539-12,"H 50 lọ, bột pha tiêm bắp, tiêm TM",Medochemie - Ship,Cyprus,Lọ,5e4,47500,2375e6,Kim Đô,BV Bạch Mai,1,2015,national,2015-2016,C894,TRUE,Injection
895,Cefotaxime,1g,Cefotaxone 1g,VD-23776-15,"Hộp 10 lọ, thuốc tiêm bột, tiêm","Bidiphar, Việt Nam",Vietnam,Lọ,300,6699,2009700,Công Ty Cổ Phần Dược-Trang Thiết Bị Y Tế Bình Định (Bidiphar),BV Tai Mũi Họng TW,1,2016,national,2015-2016,C895,TRUE,Injection
896,Cefotaxime,1g,Cefotaxone 1g,VD-23776-15,"Hộp 10 lọ, thuốc tiêm bột, tiêm","Bidiphar, Việt Nam",Vietnam,Lọ,1200,6699,8038800,Công Ty Cổ Phần Dược-Trang Thiết Bị Y Tế Bình Định (Bidiphar),BV Tai Mũi Họng TW,1,2016,national,2015-2016,C896,TRUE,Injection
897,Cefpodoxime,200mg,Glofap 200,VD-19364-13,"Hộp 1 vỉ x10 viên nang, uống",Công ty CPDP Hà Tây   -Việt Nam,Vietnam,Viên,6e3,2100,126e5,Công ty cổ phần Dược phẩm Hà Tây,BV Tai Mũi Họng TW,1,2016,national,2015-2016,C897,TRUE,Oral
898,Cefpodoxime,200mg,Glofap 200,VD-19364-13,"Hộp 1 vỉ x10 viên nang, uống",Công ty CPDP Hà Tây   -Việt Nam,Vietnam,Viên,12e3,2100,252e5,Công ty cổ phần Dược phẩm Hà Tây,BV Tai Mũi Họng TW,1,2016,national,2015-2016,C898,TRUE,Oral
899,Cefradine,1g,Vaciradin,VD-18000-12,"Hộp 10 lọ, thuốc  bột pha tiêm, IM/IV","VCP -
 Việt Nam",Vietnam,Lọ,500,8e3,4e6,Công ty cổ phần dược phẩm VCP,BV Tai Mũi Họng TW,1,2016,national,2015-2016,C899,TRUE,Injection
900,Cefradine,1g,Vaciradin,VD-18000-12,"Hộp 10 lọ, thuốc  bột pha tiêm, IM/IV","VCP -
 Việt Nam",Vietnam,Lọ,800,8e3,64e5,Công ty cổ phần dược phẩm VCP,BV Tai Mũi Họng TW,1,2016,national,2015-2016,C900,TRUE,Injection
901,Ceftazidime,1g,Greadim (SXNQ: của Affordable Quality Pharmaceuticals),VD-18234-13,"Hộp 1 lọ + 1 ống nước cất pha tiêm 5ml, hộp 1 lọ, hộp 10 lọ, hộp 20 lọ, hộp 50 lọ, hộp 100 lọ, Bột pha tiêm",Công ty cổ phần dược phẩm Am Vi - Việt Nam,Vietnam,Lọ,3e3,20888,62664e3,Công ty cổ phần Xuất Nhập khẩu Y tế thành phố Hồ Chí Minh,BV Tai Mũi Họng TW,1,2016,national,2015-2016,C901,TRUE,Injection
902,Ceftazidime,1g,Fortum Inj.1g 1 s ( Italy),VN-10705-10,"Hộp 1 lọ , Bột pha tiêm, có kèm dung môi, Tiêm tĩnh mạch, tiêm bắp (IV, IM)","GlaxoSmithKline Manufacturing SpA- Ý, Ý",Italy,Lọ,9e3,75600,6804e5,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,1,2016,national,2015-2016,C902,TRUE,Injection
903,Ceftazidime,1g,Viducefdin,VD-18243-13,"Hộp 1 lọ + 1 ống nước cất pha tiêm 5ml, bột pha tiêm",Công ty cổ phần dược phẩm Am Vi - Việt Nam,Vietnam,Lọ,3e3,12180,3654e4,Công ty cổ phần Xuất Nhập khẩu Y tế thành phố Hồ Chí Minh,BV Tai Mũi Họng TW,1,2016,national,2015-2016,C903,TRUE,Injection
904,Ceftazidime,1g,Ceftazidime Gerda 1g,VN-17368-13,"Hộp 1 lọ, Bột pha tiêm, Tiêm","LDP Laboratorios Torlan S.A, Spain",Spain,Lọ,6e3,33990,20394e4,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM VẠN XUÂN,BV Tai Mũi Họng TW,1,2016,national,2015-2016,C904,TRUE,Injection
905,Ceftazidime,1g,Viducefdin,VD-18243-13,"Hộp 1 lọ + 1 ống nước cất pha tiêm 5ml, bột pha tiêm",Công ty cổ phần dược phẩm Am Vi - Việt Nam,Vietnam,Lọ,6e3,12180,7308e4,Công ty cổ phần Xuất Nhập khẩu Y tế thành phố Hồ Chí Minh,BV Tai Mũi Họng TW,1,2016,national,2015-2016,C905,TRUE,Injection
906,Ceftizoxime,1g,Ceftibiotic 1000,VD-23016-15,Hộp 10 lọ bột pha tiêm,Công ty CPDP Tenamyd - Việt Nam,Vietnam,Lọ,12e3,59850,7182e5,Công ty cổ phần Dược mỹ phẩm Tenamyd,BV Tai Mũi Họng TW,1,2016,national,2015-2016,C906,TRUE,Injection
907,Ceftriaxone,1g,Rocephin 1g,VN-17036-13,"Hộp 1 lọ thuốc + 1 ống 10ml dung môi pha tiêm, Thuốc bột pha tiêm  có dung môi, Tiêm","F.Hoffmann-La Roche Ltd, Thụy Sỹ",Switzerland,Lọ,5e3,181440,9072e5,Công ty Cổ phần Dược phẩm Thiết bị y tế Hà Nội,BV Tai Mũi Họng TW,1,2016,national,2015-2016,C907,TRUE,Injection
908,Ceftriaxone,1g,Hacefxone 1g,VD-18728-13,Hộp 1 lọ x 1g thuốc bột pha tiêm,Công ty CPDP Hà Tây   -Việt Nam,Vietnam,Lọ,3e3,8400,252e5,Công ty cổ phần Dược phẩm Hà Tây,BV Tai Mũi Họng TW,1,2016,national,2015-2016,C908,TRUE,Injection
910,Ceftriaxone,1g,Celetran,VN-18621-15,"Hộp 1 
lọ, bột, tiêm","M/s Nectar,
 Ấn Độ",India,Lọ,3e3,13e3,39e6,Công ty Cổ Phần Dược Phẩm Trung Ương Codupha,BV Tai Mũi Họng TW,1,2016,national,2015-2016,C910,TRUE,Injection
911,Ceftriaxone,1g,Tartriakson 1g,VN-5594-10 Gia hạn số: 1937/QLD-ĐK ngày 04/02/2016,"Hộp 1 lọ, Bột pha tiêm, Tiêm","Tarchomin , Ban Lan",Poland,Lọ,8e3,21840,17472e4,Công ty cổ phần dược phẩm Trung ương CPC1,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C911,TRUE,Injection
912,Cefuroxime,500mg,Medaxetine 500mg,VN-15976-12,"Hộp 1 vỉ x 10 viên, viên nén bao phim, uống",Medochemie Ltd-Cyprus,Cyprus,Viên,3e3,11500,345e5,Công ty TNHH Dược Phẩm Kim Phúc,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C912,TRUE,Oral
913,Cefuroxime,"1,5g","Cefuroxime Actavis 1,5g",VN-17805-14,"Hộp 5 lọ, bột pha dung dịch tiêm bắp hoặc tĩnh mạch, tiêm",Balkanpharma - Razgrad AD - Bulgaria,Bulgary,Lọ,36e3,43500,1566e6,Công ty TNHH Dược Phẩm Kim Phúc,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C913,TRUE,Injection
914,Cefuroxime,500mg,CEFUROXIM 500mg,VD-12962-10,Hộp 2vỉ 5v.nén bp. Viên uống,"VIDIPHA, VN",Vietnam,Viên,6e3,2704.8,16228800.000000002,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG VIDIPHA,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C914,TRUE,Oral
915,Cefuroxime,250mg,Cefurimaxx 250,VD-22144-15,"Hộp 2 vỉ x 10 viên nén bao phim, uống",Công ty CPDP Hà Tây   -Việt Nam,Vietnam,Viên,2e3,1900,38e5,Công ty cổ phần Dược phẩm Hà Tây,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C915,TRUE,Oral
916,Cefuroxime,"1,5g",Cefurofast 1500,VD-19936-13,Hộp 10 lọ bột pha tiêm,Công ty CPDP Tenamyd - Việt Nam,Vietnam,Lọ,3e3,42e3,126e6,Công ty cổ phần Dược mỹ phẩm Tenamyd,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C916,TRUE,Injection
917,Cefuroxime,500mg,Zinnat Tab 500mg 10 s,VN-10261-10,"Hộp 1 vỉ x 10 viên, Viên nén bao phim vĩ nhôm, uống","Glaxo Operations UK Ltd -Anh, Anh",UK,Viên,4e3,24589,98356e3,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C917,TRUE,Oral
918,Cefuroxime,750mg,Cefurofast 750,VD-19006-13,Hộp 10 lọ bột pha tiêm,Công ty CPDP Tenamyd - Việt Nam,Vietnam,Lọ,3e3,16800,504e5,Công ty cổ phần Dược mỹ phẩm Tenamyd,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C918,TRUE,Injection
919,Cefuroxime,750mg,Zinacef Inj.750mg 1 s(Ital Y),VN-10706-10,"Hộp 1 lọ , Bột pha tiêm, không kèm dung môi, Tiêm tĩnh mạch, tiêm bắp (IV, IM)","GlaxoSmithKline Manufacturing SpA- Ý, Ý",Italy,Lọ,8e3,44431,355448e3,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C919,TRUE,Injection
920,Cefuroxime,250mg,Zinnat Tab 250 10 s,VN-5372-10,"Hộp 1 vỉ x 10 viên , Viên nén bao phim vĩ nhôm, uống","Glaxo Operations UK Ltd -Anh, Anh",UK,Viên,2e3,13166,26332e3,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C920,TRUE,Oral
921,Cefuroxime,125mg,Zinnat Tab 125mg 10 s,VN-10260-10,"Hộp 1 vỉ x 10 viên, Viên nén bao phim vĩ nhôm, uống","Glaxo Operations UK Ltd -Anh, Anh",UK,Viên,2e3,6157,12314e3,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C921,TRUE,Oral
922,Cefuroxime,125mg/5ml - 50ml,Zinnat Sus. Bot 125mg/5 ml 1’s,VN-9663-10,"Hộp 1 chai , Cốm pha huyền dịch uống , uống","Glaxo Operations UK Ltd -Anh, Anh",UK,Lọ,100,121617,12161700,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C922,TRUE,Oral
923,Cefuroxime,750mg,Cefuroxim 750mg,VD-17998-12,"Hộp 10 lọ, thuốc  bột pha tiêm, IM/IV","VCP -
 Việt Nam",Vietnam,Lọ,5e3,9180,459e5,Công ty cổ phần dược phẩm VCP,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C923,TRUE,Injection
924,Cefuroxime,"1,5g","Viciroxim 1,5g",VD-18780-13,"Hộp 10 lọ, thuốc  bột pha tiêm, IM/IV","VCP -
 Việt Nam",Vietnam,Lọ,5e3,16100,805e5,Công ty cổ phần dược phẩm VCP,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C924,TRUE,Injection
925,Cefuroxime,125mg,Zinnat Sus Sac 125mg/5 ml 10 s,VN-9663-10,"Hộp 10 gói, Cốm pha huyền dịch uống , uống","Glaxo Operations UK Ltd -Anh, Anh",UK,Gói,5e3,15022,7511e4,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C925,TRUE,Oral
926,Cefuroxime,750mg,Cefuroxim 750mg,VD-17998-12,"Hộp 10 lọ, thuốc  bột pha tiêm, IM/IV","VCP -
 Việt Nam",Vietnam,Lọ,3e3,9180,2754e4,Công ty cổ phần dược phẩm VCP,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C926,TRUE,Injection
927,Cefuroxime,750mg,Cefuroxime Actavis 750mg,VN-18620-15,"Hộp 5 lọ, bột pha dung dịch tiêm bắp hoặc tĩnh mạch, tiêm",Balkanpharma Razgrad AD - Bulgaria,Bulgary,Lọ,1e4,26250,2625e5,Công ty TNHH Dược Phẩm Kim Phúc,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C927,TRUE,Injection
928,Cephalecin,500mg,Cephalexin 500mg,VD-16908-12,"Hộp 30 gói x 3g thuốc bột pha hỗn dịch, uống",Công ty CPDP Hà Tây   -Việt Nam,Vietnam,Viên,3e3,720,216e4,Công ty cổ phần Dược phẩm Hà Tây,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C928,TRUE,Oral
929,Ciprofloxacin,200mg/100mL,Ciprofloxacin Polpharma,VN-18952-15,"Hộp 1 túi Dung dịch truyền, Truyền",Pharmaceutical Works Polpharma S.A - Ba Lan,Poland,Lọ,200,61e3,122e5,Công ty Cổ phần Dược phẩm Vĩnh Phúc,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C929,TRUE,Injection
930,Ciprofloxacin,200mg/100mL,Ciprobay IV Inj 200mg 100ml,VN-14008-11,"Hộp 1 lọ 100ml, Dịch truyền, Tiêm truyền","Bayer Pharma AG, Đức",Germany,Lọ,500,246960,12348e4,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C930,TRUE,Injection
931,Roxithromycin,250mg,Klacid Tab 250mg,VN-12136-11,"Hộp 1 vỉ x 10 viên, Viên nén bao phim, Uống","Aesica Queenborough Ltd., United Kingdom",UK,Viên,1e3,18e3,18e6,Công ty Cổ phần Dược phẩm Thiết bị y tế Hà Nội,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C931,TRUE,Oral
932,Roxithromycin,500mg,CLARIVIDI 500,VD-21914-14,Hộp 2vỉ 10v.b.phim. Viên uống,"VIDIPHA, VN",Vietnam,Viên,3e3,2679.6,8038800,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG VIDIPHA,BV Tai Mũi Họng TW,2,2016,national,2015-2016,C932,TRUE,Oral
933,Roxithromycin,125mg/5mL; chai 60mL,Klacid 125mg 60mL,VN-16101-13,"Hộp 1 lọ 60 ml, Cốm pha hỗn dịch uống, Uống","PT. Abbott Indonesia, Indonesia",Indonesia,Lọ,700,103140,72198e3,Công ty Cổ phần Dược phẩm Thiết bị y tế Hà Nội,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C933,TRUE,Oral
934,Roxithromycin,500mg,Klacid MR 500mg,VN-9913-10 Có CV gia hạn hiệu lực SĐK,"Hộp 1 vỉ x 5 viên, Viên nén giải phóng chậm, Uống","Aesica Queenborough Ltd., United Kingdom",UK,Viên,5e3,36375,181875e3,Công ty Cổ phần Dược phẩm Thiết bị y tế Hà Nội,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C934,TRUE,Oral
935,Roxithromycin,250mg,CLARIVIDI 250,VD-16044-11,Hộp 2vỉ 10 viên nén.bp. Viên uống,"VIDIPHA, VN",Vietnam,Viên,6e3,1629.6,9777600,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG VIDIPHA,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C935,TRUE,Oral
936,Clindamycin,300mg,Dalacin C Cap 300mg 16 s,VN-18404-14,"2 vĩ x 8 viên, Viên nang, uống","Pfizer PGM, Pháp",France,Viên,3e3,11273,33819e3,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C936,TRUE,Oral
937,Clindamycin,300mg/2mL,Clindamycin,VD-18003-12,"Hộp 5 ống, DD tiêm, tiêm",Vinphaco- Việt Nam,Vietnam,Ống,2e3,18900,378e5,Công ty Cổ phần Dược phẩm Vĩnh Phúc,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C937,TRUE,Injection
938,Clindamycin,300mg/2mL,Clindacine300mg,VD-18003-12,"Hộp 5 ống, DD tiêm, tiêm",Vinphaco- Việt Nam,Vietnam,Ống,2e3,18900,378e5,Công ty Cổ phần Dược phẩm Vĩnh Phúc,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C938,TRUE,Injection
939,Clindamycin,300mg/2mL,Dalacin C Inj 300mg 2ml,VN-10464-10,"1 ống/ hộp, Dung dịch tiêm, Truyền tĩnh mạch, tiêm bắp (IV, IM)","Pfizer Manufacturing Belgium NV, Bỉ",Belgium,Ống,2400,49140,117936e3,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C939,TRUE,Injection
945,Levofloxacin,500mg,TAVANIC TAB 500mgTabs,VN-10551-10,"Hộp 1 vỉ x 5 viên, viên nén bao phim, uống","Sanofi Winthrop Industrie, Pháp",France,Viên,3500,36950,129325e3,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C945,TRUE,Oral
946,Levofloxacin,500mg,Loximat,VD-12215-10,"Hộp 1 vỉ x 10 viên, viên nén bao phim, uống","Bidiphar, Việt Nam",Vietnam,Viên,3e3,987,2961e3,Công Ty Cổ Phần Dược-Trang Thiết Bị Y Tế Bình Định (Bidiphar),BV Tai Mũi Họng TW,3,2016,national,2015-2016,C946,TRUE,Oral
947,Levofloxacin,250mg/50mL,TAVANIC 250mg Inj B1 Bottle x 50ml,VN-11311-10,"Hộp 1 lọ 50ml, Dung dịch tiêm truyền, tiêm (IV)","Sanofi-Aventis Deutschland GmbH, Đức",Germany,Chai,800,123e3,984e5,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C947,TRUE,Injection
948,Levofloxacin,500mg/100mL,Levobac IV Infusion,VN-19449-15,Hộp 1 túi hoặc 10 túi 100ml dung dịch tiêm truyền,Popular Infusions Ltd - Bangladesh,Bangladesh,Lọ,1200,27e3,324e5,Công ty Cổ phần Dược phẩm Vipharco,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C948,TRUE,Injection
950,Levofloxacin,500mg/100mL,Fanlodo,VN-18227-14,"Hộp 10 lọ,
 DD tiêm truyền",Solupharm Pharmazeutische Erzeugnisse GmbH-Germany,Germany,Lọ,1200,87045,104454e3,CÔNG TY TNHH BÌNH VIỆT ĐỨC,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C950,TRUE,Injection
951,Levofloxacin,500mg/100mL,TAVANIC 500mg Inj B/1 Bottlex100ml,VN-11312-10,"Hộp 1 lọ 100ml, Dung dịch tiêm truyền, tiêm (IV)","Sanofi-Aventis Deutschland GmbH, Đức",Germany,Lọ,1500,179e3,2685e5,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C951,TRUE,Injection
952,Meropenem,500mg,Meiunem 0.5g,VN-18374-14,Hộp 10 lọ bột pha tiêm,Nipro Pharma Corporation Odate Plant - Nhật,Japan,Lọ,500,188e3,94e6,Công ty Cổ phần Dược phẩm Thiên Thảo,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C952,TRUE,Injection
953,Meropenem,500mg,Bironem 500,VD-23139-15,"Hộp 10 lọ, thuốc tiêm bột, tiêm","Bidiphar, Việt Nam",Vietnam,Lọ,1e3,63882,63882e3,Công Ty Cổ Phần Dược-Trang Thiết Bị Y Tế Bình Định (Bidiphar),BV Tai Mũi Họng TW,3,2016,national,2015-2016,C953,TRUE,Injection
954,Meropenem,1g,Merugold I.V,VN-18267-14,"Hộp 10 lọ, Bột pha tiêm truyền tĩnh mạch, Tiêm",Facta Farmaceutici S.p.A - Italy,Italy,Lọ,600,298e3,1788e5,Công ty TNHH Dược phẩm Gia Minh,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C954,TRUE,Injection
955,Meropenem,500mg,Meronem Inj 500mg 10 s,VN-17832-14,"Hộp 10 lọ 20ml, Bột pha dung dịch tiêm/ truyền tĩnh mạch, Tiêm truyền",ACS Dobfar S.P.A,Italy,Lọ,150,464373,69655950,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C955,TRUE,Injection
956,Meropenem,1g,Meronem Inj 1g 10 s,VN-17831-14,"Hộp 10 lọ 30ml, Bột pha dung dịch tiêm/ truyền tĩnh mạch, Tiêm truyền tĩnh mạch (IV)",ACS Dobfar S.P.A,Italy,Lọ,200,803723,160744600,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C956,TRUE,Injection
957,Meropenem,1g,Bironem 1g,VD-23138-15,"Hộp 10 lọ, thuốc tiêm bột, tiêm","Bidiphar, Việt Nam",Vietnam,Lọ,800,93870,75096e3,Công Ty Cổ Phần Dược-Trang Thiết Bị Y Tế Bình Định (Bidiphar),BV Tai Mũi Họng TW,3,2016,national,2015-2016,C957,TRUE,Injection
958,Meropenem,1g,Maxpenem Injection 1 g,VN-19204 -15,"Hộp 10 lọ, thuốc bột pha tiêm",JW Pharmaceutical Corporation - Hà Quốc,Korea,Lọ,700,183e3,1281e5,Công ty TNHH dược phẩm và TTBYT Hoàng Đức,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C958,TRUE,Injection
959,Meropenem,500mg,Maxpenem Injection500mg,VN-12402-11,"Hộp 10 lọ, thuốc bột pha tiêm",JW Pharmaceutical Corporation - Hà Quốc,Korea,Lọ,1e3,145e3,145e6,Công ty TNHH dược phẩm và TTBYT Hoàng Đức,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C959,TRUE,Injection
960,Metronidazole,500mg/100mL,Metronidazol,VD-18093-12,"Chai 100ml, Dung dịch truyền tĩnh mạch, Tiêm truyền","Công ty TNHH B Braun Việt Nam, Việt Nam",Vietnam,Lọ,12e3,9450,1134e5,Công Ty Cổ Phần Dược Phẩm TBYT Hà Nội,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C960,TRUE,Injection
961,Moxifloxacin,400mg,Avelox Tab 400mg 5 s,VN-19011-15,"Hộp 1 vỉ x 5 viên, Viên nén bao phim, Uống","Bayer Pharma AG, Đức",Germany,Viên,600,52500,315e5,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C961,TRUE,Oral
962,Moxifloxacin,400mg/250ml,Avelox Inj 400mg250ml 1 s,VN-18602-15,"Hộp 1 chai 250ml, Dung dịch truyền, Tiêm truyền tĩnh mạch (IV)","Bayer Pharma AG, Đức",Germany,Chai,100,367500,3675e4,Công ty TNHH Một thành viên Dược liệu TW 2,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C962,TRUE,Injection
963,Ofloxacin,0.3%-5ml,Biloxcin Eye,VD-15376-11,"Hộp 1 lọ x 5ml, dung dịch, nhỏ mắt","Bidiphar, Việt Nam",Vietnam,Lọ,3e3,4158,12474e3,Công Ty Cổ Phần Dược-Trang Thiết Bị Y Tế Bình Định (Bidiphar),BV Tai Mũi Họng TW,3,2016,national,2015-2016,C963,TRUE,Ocular/Otic route
965,Ofloxacin,200mg,Ofloxacin 200mg,VD-15528-11,"Hộp 10 vỉ x 10 viên BP, Viên BP uống","Mekophar, Việt Nam",Vietnam,Viên,1200,399,478800,CÔNG TY CỔ PHẦN HÓA-DƯỢC PHẨM MEKOPHAR,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C965,TRUE,Oral
966,Ofloxacin,200mg,OFLOXACIN 200mg,VD-14782-11,Hộp 10vỉ 10v.b.p. Viên uống,"VIDIPHA, VN",Vietnam,Viên,1e3,409.5,409500,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG VIDIPHA,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C966,TRUE,Oral
967,Pefloxacin,400mg /5mL,Vinpecine 400mg/5ml,VD-19989-13,"Hộp 5ống, DD tiêm, tiêm",Vinphaco- Việt Nam,Vietnam,Ống,3600,12600,4536e4,Công ty Cổ phần Dược phẩm Vĩnh Phúc,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C967,TRUE,Injection
973,Tobramicin,80mg/2mL,Huotob,VN-12884-11,"Hộp 10 lọ, DD tiêm, tiêm",Vinphaco- Việt Nam,Vietnam,Ống,600,13650,819e4,Công ty Cổ phần Dược phẩm Vĩnh Phúc,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C973,TRUE,Injection
974,Vancomycin,1g,Valacin 1000,VN-18787-15,"Hộp 1 lọ, Bột pha tiêm, Tiêm","Laboratorio Reig Jofre , Tây Ban Nha",Spain,Lọ,200,102500,205e5,Công ty cổ phần dược phẩm Trung ương CPC1,BV Tai Mũi Họng TW,3,2016,national,2015-2016,C974,TRUE,Injection
1193,Amikacin,250mg,Selemycin 250mg/2ml,VN-12572-11,Hộp 2 vỉ x 5 ống 2ml,Medochemie Ltd.- Ampoule Injectable facility,Cyprus,Ống,3e3,28e3,84e6,CT TNHH Dược phẩm Gia Minh,BV Bệnh Nhiệt đới TW,1,2016,national,2015-2016,C1193,TRUE,Oral
1194,Amikacin,500mg/2ml,Selemycin,VN-15089-12,Hộp 2 vỉ x 5 ống,Medochemie,Cyprus,Ống,7500,34500,25875e4,CT CP Dược Đại Nam Hà Nội,BV Bệnh Nhiệt đới TW,1,2016,national,2015-2016,C1194,TRUE,Oral
1195,Amikacin,500mg/2ml,Vinphacine,VD-16308-12,Hộp 10 ống,Vinphaco,Vietnam,Lọ,1500,9975,14962500,CT CPDP Vĩnh Phúc,BV Bệnh Nhiệt đới TW,5,2016,national,2015-2016,C1195,TRUE,"NA"
1197,Amoxicillin,500mg,Amoxicilin 500mg,VD-17932-12,Hộp 10 vỉ x 10 viên,Công ty CPDP MINH DÂN,Vietnam,Viên,3e3,508,1524e3,CT  CP TM Minh Dân,BV Bệnh Nhiệt đới TW,3,2016,national,2015-2016,C1197,TRUE,Oral
1202,Ampicillin,1g,Pamecillin 1g,VN-18365-14,Hộp 100 lọ,Medochemie Ltd - Factory B,Cyprus,Lọ,22500,9500,21375e4,CT TNHH TM Dược MP Nam Phương,BV Bệnh Nhiệt đới TW,1,2016,national,2015-2016,C1202,TRUE,"NA"
1203,Ampicillin,1g,Ampicillin 1g,VD-12875-10,Hộp 50 lọ,Công ty CPDP MINH DÂN,Vietnam,Lọ,45e3,3500,1575e5,CT  CP TM Minh Dân,BV Bệnh Nhiệt đới TW,3,2016,national,2015-2016,C1203,TRUE,"NA"
1214,Roxithromycin,500 mg,Thromiz-500,VN-13866-11,Hộp 1 vỉ x 3 viên,Sharon Bio-Medicine Ltd.,India,Viên,7500,6049,45367500,CT CP dược phẩm Bến Tre,BV Bệnh Nhiệt đới TW,2,2016,national,2015-2016,C1214,TRUE,Oral
